Company Name,Rating,Role,Average Salary
Directi,4.1,Data Scientist,1500000.0
Hans Im Glück Burgergrill and Bar,2.9,Data Scientist,1000000.0
Qurhealth,3.6,Data Scientist,500000.0
Toastmasters International,3.9,Data Scientist,800000.0
Tata Capital,3.9,Data Scientist,1100000.0
SdV,4.4,Data Scientist,500000.0
ThirdLove,3.5,Data Scientist,400000.0
AuthBase,2.9,Data Scientist,800000.0
GGS Engineering Services,3.3,Data Scientist,700000.0
"Dr. Ratan Tiwari, MD",2.6,Data Scientist,1400000.0
Rupeek,3.8,Data Scientist,2100000.0
Freelance.com,4.1,Data Scientist,300000.0
GSPANN Technologies,3.9,Data Scientist,800000.0
The City Bank,4.0,Data Scientist,5000000.0
Rohde & Schwarz,4.1,Data Scientist,3800000.0
IDRBT,4.1,Data Scientist,300000.0
Rahul Industries,4.0,Data Scientist,5600000.0
PVHardware,4.5,Data Scientist,700000.0
Fractal Systems,2.4,Data Scientist,2100000.0
Sharecat Solutions,4.0,Data Scientist,3000000.0
Aligned Consulting Services,0.0,Data Scientist,800000.0
Rolls-Royce Power Systems,3.8,Data Scientist,1700000.0
TAG Solutions,3.6,Data Scientist,1500000.0
Tesla,3.6,Data Scientist,1600000.0
Kiran Jewels,4.0,Data Scientist,4900000.0
Ola,3.0,Data Scientist,1000000.0
Biosense Technologies,3.6,Data Scientist,500000.0
Edvak,4.9,Data Scientist,1300000.0
Atkins,4.0,Data Scientist,1600000.0
Trafigura,3.6,Data Scientist,6600000.0
Voiceback Analytics,4.0,Data Scientist,500000.0
ARS Computer und Consulting,3.4,Data Scientist,9600000.0
JDA Worldwide,2.8,Data Scientist,800000.0
DataFactZ,3.9,Data Scientist,300000.0
Symphony Teleca,3.9,Data Scientist,800000.0
Protium,3.9,Data Scientist,1100000.0
ideaForge,3.7,Data Scientist,200000.0
Artigiani,5.0,Data Scientist,700000.0
Opia Labs,3.6,Data Scientist,2100000.0
Klaim,5.0,Data Scientist,600000.0
Alpinia Technologies,4.0,Data Scientist,800000.0
Munich Re,4.2,Data Scientist,1500000.0
Pythonmate,4.1,Data Scientist,600000.0
Numerator,4.2,Data Scientist,500000.0
Pepperfry,3.4,Data Scientist,1900000.0
Powerweave,4.2,Data Scientist,1100000.0
Indicus Software,3.2,Data Scientist,300000.0
Innoclique Congitive Technologies,1.0,Data Scientist,1400000.0
xyz (India),4.2,Data Scientist,900000.0
Sysnik IT Solutions,4.0,Data Scientist,600000.0
Hidden Brains InfoTech,4.2,Data Scientist,1500000.0
NSH Corp,2.9,Data Scientist,500000.0
Anaplan,3.4,Data Scientist,400000.0
Ravid & Associates,4.1,Data Scientist,900000.0
Vedity Software,4.8,Data Scientist,300000.0
Walgreens,3.1,Data Scientist,2500000.0
Taskbob,5.0,Data Scientist,2200000.0
Chegg,4.1,Data Scientist,500000.0
CENTURYLINK,3.5,Data Scientist,1400000.0
Lepton Software Export & Research,3.7,Data Scientist,2900000.0
KeyValue Software Systems,4.8,Data Scientist,1000000.0
Ivanti,3.7,Data Scientist,1300000.0
Digital Trainee,4.2,Data Scientist,2000000.0
Falabella India,3.6,Data Scientist,2100000.0
Cerebulb,4.4,Data Scientist,400000.0
Urban Development and Housing Department,3.0,Data Scientist,700000.0
Arya Solution,4.4,Data Scientist,600000.0
New York Times,3.7,Data Scientist,4500000.0
Propellor,5.0,Data Scientist,800000.0
Infotel India,5.0,Data Scientist,700000.0
FactSet,4.1,Data Scientist,800000.0
Zolnoi,5.0,Data Scientist,600000.0
Netmeds.com,3.8,Data Scientist,400000.0
XYX (UK),3.7,Data Scientist,800000.0
Bosch,4.3,Data Scientist,600000.0
Angel One,4.1,Data Scientist,1500000.0
Hiteshi Technologies,4.3,Data Scientist,200000.0
Rangam Infotech,4.1,Data Scientist,600000.0
Disney+ Hotstar,3.8,Data Scientist,2000000.0
"Innovative Interfaces, Inc",3.3,Data Scientist,1200000.0
Indimedics Healthcare,2.4,Data Scientist,4800000.0
epiFi,4.3,Data Scientist,3800000.0
Equifax,3.6,Data Scientist,1000000.0
Global Eagle,2.8,Data Scientist,4800000.0
Amazon,3.8,Data Scientist,600000.0
Mahindra First Choice Wheels,4.1,Data Scientist,800000.0
Esoft Technology Solutions,4.4,Data Scientist,900000.0
VertexOne,4.4,Data Scientist,200000.0
ABIOMED,3.7,Data Scientist,1700000.0
Principal Financial Group,4.1,Data Scientist,800000.0
BiP Solutions,0.0,Data Scientist,600000.0
ASDA,3.4,Data Scientist,300000.0
ABC Consultants,4.0,Data Scientist,4300000.0
Nayara Energy,4.2,Data Scientist,1100000.0
QUILT.AI,3.6,Data Scientist,1400000.0
Open Insights,3.7,Data Scientist,1100000.0
Amnet Group,3.6,Data Scientist,800000.0
Xlscout,4.7,Data Scientist,1200000.0
Cátedra UAM,3.6,Data Scientist,1600000.0
Seventh Contact Hiring Solutions,4.7,Data Scientist,3000000.0
Industryarc,3.6,Data Scientist,1100000.0
Tech Systems,4.0,Data Scientist,1000000.0
Eron Infoways,4.7,Data Scientist,500000.0
SQUAGTECH,5.0,Data Scientist,600000.0
Inspirisys Solutions Limited,4.3,Data Scientist,5800000.0
Group IMD,3.5,Data Scientist,1200000.0
Netflix,4.3,Data Scientist,700000.0
Archeron Group,2.0,Data Scientist,1700000.0
Mâ-Loango Regional Museum?,5.0,Data Scientist,500000.0
Dun & Bradstreet India,3.5,Data Scientist,600000.0
Lumen,3.4,Data Scientist,2900000.0
South Indian Bank,3.6,Data Scientist,1000000.0
Majestic GarbhSanskar,5.0,Data Scientist,700000.0
Nissan Digital,3.8,Data Scientist,1500000.0
Kakatiya Institute of Technology & Science,4.5,Data Scientist,9500000.0
Siemens Digital Industries Software,4.2,Data Scientist,900000.0
Flutura,4.5,Data Scientist,1100000.0
Regal Group Congo,0.0,Data Scientist,700000.0
Hitech Digital,4.0,Data Scientist,1200000.0
Starlite Recovery Center,2.7,Data Scientist,600000.0
"Infovision, Inc.",4.3,Data Scientist,3400000.0
National Cooperative Dairy Federation of India,2.0,Data Scientist,300000.0
HDFC ERGO Health Insurance,3.8,Data Scientist,600000.0
Voice Data Solutions,3.6,Data Scientist,2100000.0
CSC,3.7,Data Scientist,1000000.0
Government of Rajasthan,4.3,Data Scientist,300000.0
Grithika Labs,0.0,Data Scientist,900000.0
Mobikwik,3.0,Data Scientist,900000.0
Prometheus Group,2.3,Data Scientist,2000000.0
Indiabulls,3.3,Data Scientist,2500000.0
SDD,4.3,Data Scientist,200000.0
Datalicious,3.8,Data Scientist,1600000.0
Urbanstop,4.0,Data Scientist,500000.0
Alliant Technology Group,4.1,Data Scientist,1100000.0
Flytxt,3.9,Data Scientist,1500000.0
CDS (Club Demonstration Services),3.6,Data Scientist,2100000.0
Lava International,3.7,Data Scientist,600000.0
Wesmarty InfoTech,4.1,Data Scientist,800000.0
Kairos Technologies,4.6,Data Scientist,800000.0
CleverTap,4.0,Data Scientist,2000000.0
Mindcurv,4.3,Data Scientist,600000.0
Quinnox,3.8,Data Scientist,2400000.0
HSBC Software Development India,4.0,Data Scientist,1000000.0
Harpreet Singh,4.4,Data Scientist,600000.0
Stylumia,4.2,Data Scientist,2400000.0
Jawaharlal Nehru University,4.2,Data Scientist,2000000.0
M&G plc,3.9,Data Scientist,2000000.0
Eightfold,3.4,Data Scientist,3400000.0
Vickerstock,4.4,Data Scientist,9800000.0
NCBS,4.4,Data Scientist,400000.0
Vivriti Capital,4.5,Data Scientist,4900000.0
TCL-Alcatel Mobile,3.7,Data Scientist,1100000.0
iEnergizer,4.6,Data Scientist,2100000.0
Electronic Arts,4.0,Data Scientist,1400000.0
PEP SYSTEMS,0.0,Data Scientist,500000.0
R.R. Donnelley,3.5,Data Scientist,1100000.0
Ixsight Technologies,3.1,Data Scientist,500000.0
Optra Health,2.5,Data Scientist,1800000.0
Mindtree Consultants,4.2,Data Scientist,900000.0
Tata Power,3.6,Data Scientist,600000.0
iManage,4.5,Data Scientist,1400000.0
Harbinger Group,4.3,Data Scientist,1300000.0
myGate,3.7,Data Scientist,1500000.0
Wall Street Advisory,2.2,Data Scientist,1000000.0
Infosys,3.3,Data Scientist,1600000.0
Vistaar Finance,4.1,Data Scientist,700000.0
Decision Culture,4.8,Data Scientist,3700000.0
Suraj School,2.8,Data Scientist,600000.0
Techlearn,3.5,Data Scientist,1200000.0
Rahul Infotech,3.9,Data Scientist,1000000.0
BNED LoudCloud,3.1,Data Scientist,1300000.0
K & K Technical Group,3.5,Data Scientist,200000.0
Reata Restaurant,3.2,Data Scientist,1000000.0
Homigo Realty,2.1,Data Scientist,700000.0
Kenbox Technologies,4.3,Data Scientist,200000.0
ONE POINT ONE SOLUTIONS  (India),3.4,Data Scientist,1000000.0
SpidronTech,3.9,Data Scientist,500000.0
Graviton Research Capital,4.6,Data Scientist,1900000.0
Value Consulting,3.0,Data Scientist,800000.0
Fresher Zones,3.9,Data Scientist,1000000.0
JNTU College,3.7,Data Scientist,500000.0
CES (India),3.6,Data Scientist,600000.0
Glorious Insight,3.9,Data Scientist,1500000.0
Sankar and Moorthy Chartered Accountants,2.3,Data Scientist,1200000.0
Tableau Software,3.8,Data Scientist,900000.0
NN Group,4.0,Data Scientist,800000.0
Seneca Global,4.1,Data Scientist,4600000.0
Infinite Computer Solutions,3.5,Data Scientist,1700000.0
Envestnet,4.0,Data Scientist,1600000.0
Safe Haven Security,3.3,Data Scientist,1000000.0
Payizatech,3.8,Data Scientist,500000.0
IoT Research Labs,2.7,Data Scientist,800000.0
City Of South Bend Venues Parks & Arts,3.9,Data Scientist,1200000.0
The General,3.3,Data Scientist,1000000.0
Sanjay Ghodawat Group of Institutions,4.0,Data Scientist,500000.0
Systems Plus Transformations,4.6,Data Scientist,300000.0
TeamLease Staffing Solutions,3.4,Data Scientist,500000.0
FIGmd,3.2,Data Scientist,700000.0
Chirag,3.8,Data Scientist,400000.0
Amphenol,3.7,Data Scientist,400000.0
Globex Digital Solutions,3.8,Data Scientist,1300000.0
Zillion Technologies,3.8,Data Scientist,8100000.0
Saint Automotive Body Designers,5.0,Data Scientist,1100000.0
Maveric Systems,3.7,Data Scientist,800000.0
Kratin Mobile Software Solution Pvt Ltd,3.9,Data Scientist,1000000.0
NetMax Technologies,4.2,Data Scientist,600000.0
Indecomm Global Services,4.1,Data Scientist,1500000.0
DataStunt,0.0,Data Scientist,300000.0
GSS Infotech,3.8,Data Scientist,1200000.0
Canary Global,4.0,Data Scientist,700000.0
SAS,3.9,Data Scientist,100000.0
ECS (NJ),3.6,Data Scientist,1000000.0
Mantle Labs,0.0,Data Scientist,1400000.0
Casepoint,3.6,Data Scientist,500000.0
Nestaway Technologies,3.9,Data Scientist,1700000.0
Stealth Startup,4.2,Data Scientist,3000000.0
Rabbani Asysa,3.6,Data Scientist,500000.0
Translational Health Science and Technology Institute,3.8,Data Scientist,900000.0
XYZ (Hong Kong),3.8,Data Scientist,2700000.0
PwC,3.9,Data Scientist,700000.0
Number Theory Software,3.5,Data Scientist,800000.0
Battery Smart,4.6,Data Scientist,1400000.0
Niama-Riesser,1.0,Data Scientist,300000.0
Aggregate Intelligence,4.1,Data Scientist,300000.0
NeenOpal,4.2,Data Scientist,600000.0
Applied Information Sciences,4.3,Data Scientist,2500000.0
Blacknet,2.0,Data Scientist,1400000.0
Lucky's Market,3.7,Data Scientist,500000.0
MJ Biopharm,3.2,Data Scientist,200000.0
KD Market Insights,5.0,Data Scientist,1200000.0
Stats Perform,3.6,Data Scientist,600000.0
iMentus,2.3,Data Scientist,400000.0
MachinePulse,2.8,Data Scientist,1100000.0
Aditya Birla Management,3.1,Data Scientist,1800000.0
Fujitsu,3.7,Data Scientist,900000.0
CommScope,3.7,Data Scientist,800000.0
CreateBytes,4.3,Data Scientist,1500000.0
Foraysoft,3.9,Data Scientist,800000.0
Feedoozy,4.2,Data Scientist,800000.0
Zoop.one,4.2,Data Scientist,1000000.0
Advantmed,3.9,Data Scientist,900000.0
RAACOM Infosystems,2.8,Data Scientist,9600000.0
Hola,4.3,Data Scientist,700000.0
Tarakarama Cineplex,4.0,Data Scientist,400000.0
Kovid Academy,4.4,Data Scientist,1900000.0
Ajay Devgn FFilms,3.7,Data Scientist,2000000.0
Artificial Intelligence Australia,3.5,Data Scientist,1000000.0
SwoopTalent,4.4,Data Scientist,2200000.0
Dollar Loan Center,3.1,Data Scientist,1000000.0
Crimson Interactive,3.9,Data Scientist,900000.0
Kangaroo Software,4.3,Data Scientist,400000.0
Meticulous Laser Machine Craft,0.0,Data Scientist,200000.0
Verkis,3.0,Data Scientist,400000.0
None Such Farm,3.9,Data Scientist,4400000.0
Intelligic Software,4.4,Data Scientist,600000.0
Bank of Baroda,3.7,Data Scientist,2900000.0
Arzenovo Pharmaceutical,1.3,Data Scientist,200000.0
Himani,4.5,Data Scientist,500000.0
Wozti Infotech,3.5,Data Scientist,200000.0
ABC Solutions,3.9,Data Scientist,200000.0
OurFood,2.1,Data Scientist,400000.0
Elasto Tech Industries,0.0,Data Scientist,900000.0
Palle Technology,4.0,Data Scientist,500000.0
Ahold Delhaize,4.0,Data Scientist,300000.0
Fiscalia General de Justicia del Estado de Mexico,3.6,Data Scientist,200000.0
Eco Landscapes,0.0,Data Scientist,500000.0
CBSI Global,4.3,Data Scientist,1900000.0
MAHESH (INDIA),3.8,Data Scientist,1900000.0
DISCITE ANALYTICS & AI,4.9,Data Scientist,600000.0
Priyank,3.9,Data Scientist,1000000.0
Norizen Soft Solutions,4.0,Data Scientist,600000.0
Vichara Technologies,4.0,Data Scientist,200000.0
Oxyent,2.5,Data Scientist,900000.0
WNS,3.5,Data Scientist,200000.0
Capita,3.1,Data Scientist,800000.0
Symbiosis International (India),3.9,Data Scientist,900000.0
RentoMojo,4.1,Data Scientist,1500000.0
IRA Toyota of Danvers,3.2,Data Scientist,600000.0
Techmango Technology Services,3.9,Data Scientist,900000.0
brandonline.io,4.5,Data Scientist,1000000.0
VISHU,0.0,Data Scientist,600000.0
DataTrained,4.5,Data Scientist,500000.0
Sugar.fit,4.1,Data Scientist,3000000.0
iQuantM Technologies,4.5,Data Scientist,1900000.0
Smile,3.6,Data Scientist,2800000.0
Grosta Services,0.0,Data Scientist,800000.0
Kalinga Institute of Industrial Technology,4.3,Data Scientist,9700000.0
Magna Infotech,3.5,Data Scientist,700000.0
Sagacito,3.4,Data Scientist,200000.0
BYJU'S,3.3,Data Scientist,1000000.0
V-Access India,3.4,Data Scientist,200000.0
CMR Engineering College,4.7,Data Scientist,1000000.0
Evarcity,4.5,Data Scientist,400000.0
KRYPT,4.6,Data Scientist,1900000.0
Online Data Entry Job,4.3,Data Scientist,600000.0
Bueno Finance,5.0,Data Scientist,1500000.0
MagicBricks,3.5,Data Scientist,1900000.0
Karvy Data Management Services (India),3.2,Data Scientist,900000.0
Happay,4.0,Data Scientist,1000000.0
Government Engineering College,4.5,Data Scientist,400000.0
CRAFT Beer Market,3.6,Data Scientist,800000.0
RHA,3.0,Data Scientist,1000000.0
Reavidence,4.6,Data Scientist,4800000.0
Alluvium IoT Solutions,3.3,Data Scientist,400000.0
Access Healthcare (India),3.8,Data Scientist,200000.0
pion.ai,5.0,Data Scientist,5000000.0
GunjanApps Studios And Solutions,4.8,Data Scientist,1400000.0
Tealfeed,4.7,Data Scientist,1700000.0
Octo Inc,5.0,Data Scientist,1000000.0
ET Creatives,3.6,Data Scientist,800000.0
Fixer,4.4,Data Scientist,500000.0
GormalOne,4.7,Data Scientist,400000.0
Don't Know,3.9,Data Scientist,1800000.0
Miller's Ale House,3.3,Data Scientist,600000.0
Ignitho Technologies,4.4,Data Scientist,1200000.0
AIRA MATRIX,3.9,Data Scientist,1700000.0
Finomial,3.5,Data Scientist,600000.0
Datalogixs Technologies,3.0,Data Scientist,600000.0
Futureware Technologies,4.4,Data Scientist,400000.0
We-ACE,3.6,Data Scientist,300000.0
mPokket,4.1,Data Scientist,1100000.0
Crossover for Work,3.5,Data Scientist,2000000.0
Lejara Global IT Solutions,4.2,Data Scientist,800000.0
Advisory Board,4.0,Data Scientist,600000.0
Ngenux,0.0,Data Scientist,800000.0
Rolling Banners,3.8,Data Scientist,500000.0
Vishal Mega Mart,3.6,Data Scientist,1400000.0
Soroco,2.7,Data Scientist,1700000.0
BT GLOBAL BUSINESS SERVICES PVT. LTD,4.1,Data Scientist,1900000.0
Xoriant,3.8,Data Scientist,500000.0
Imran Shaikh,3.9,Data Scientist,2500000.0
JIIT,3.8,Data Scientist,1000000.0
V-Mart,3.9,Data Scientist,1300000.0
Gear up,4.3,Data Scientist,1100000.0
National Income Life,3.8,Data Scientist,500000.0
Merilytics,3.7,Data Scientist,900000.0
AiDash,3.9,Data Scientist,3000000.0
Ameex,4.0,Data Scientist,400000.0
Aaiena,3.0,Data Scientist,300000.0
Ackerman McQueen,4.3,Data Scientist,1000000.0
HDB Financial Services,3.7,Data Scientist,700000.0
Alphabet (GB),3.9,Data Scientist,500000.0
Aktana,3.2,Data Scientist,1800000.0
Hotify,4.0,Data Scientist,1900000.0
Himanshu Softtech,4.0,Data Scientist,9900000.0
Iplay N Talk,3.8,Data Scientist,1400000.0
IC&SR,4.1,Data Scientist,400000.0
Q3 Technologies,4.0,Data Scientist,400000.0
Dasceq,3.1,Data Scientist,500000.0
Deccan Infosystems,3.7,Data Scientist,500000.0
Trimble,4.3,Data Scientist,2000000.0
PlayShifu,3.7,Data Scientist,800000.0
Pranjal,4.5,Data Scientist,500000.0
Artigiani Technologies,0.0,Data Scientist,700000.0
Upwork,4.1,Data Scientist,1400000.0
Athena Global Education,4.6,Data Scientist,500000.0
Cepheid,3.5,Data Scientist,1000000.0
HelloSivi,4.5,Data Scientist,600000.0
Starcom Information Technology,2.9,Data Scientist,800000.0
Sequoia,3.9,Data Scientist,2600000.0
Asqure Technologies,4.3,Data Scientist,200000.0
CustomerXPs,3.5,Data Scientist,800000.0
iKen Solutions,3.4,Data Scientist,1200000.0
Poornima University,3.6,Data Scientist,500000.0
Skandiabanken,4.3,Data Scientist,2000000.0
Bridgeweave,4.0,Data Scientist,1200000.0
Loop Reality,4.5,Data Scientist,500000.0
Tesco Bengaluru,3.9,Data Scientist,700000.0
Neeyamo Enterprise Solutions,3.6,Data Scientist,500000.0
Metyis,4.3,Data Scientist,3000000.0
SmartDocs,3.3,Data Scientist,300000.0
Tanvir & Taniya,4.0,Data Scientist,2000000.0
Garver,4.4,Data Scientist,1200000.0
Betsol,3.9,Data Scientist,900000.0
CogniTensor,3.8,Data Scientist,800000.0
ProtoTech Solutions,3.9,Data Scientist,300000.0
Solubix Technologies,4.5,Data Scientist,600000.0
Versuche Technologies,4.7,Data Scientist,1200000.0
Synthesis Winding Technology,3.2,Data Scientist,400000.0
Random,4.1,Data Scientist,1000000.0
Peak,3.3,Data Scientist,2200000.0
Nuclei Technologies,4.3,Data Scientist,500000.0
Presidency University (Bangalore),3.2,Data Scientist,700000.0
Vmoksha Technologies,4.0,Data Scientist,500000.0
Oracuz Info Tech,3.9,Data Scientist,500000.0
ABM Industries,3.1,Data Scientist,1500000.0
MVJ SOFT,5.0,Data Scientist,800000.0
Darshan Soft-Tech,3.8,Data Scientist,300000.0
American Airlines,3.8,Data Scientist,600000.0
Peninsular Research Operation,3.7,Data Scientist,1500000.0
IT People,4.2,Data Scientist,3000000.0
Ramco Systems,3.7,Data Scientist,200000.0
Cisco Systems,4.4,Data Scientist,1200000.0
Bharati Vidyapeeth’s College of Engineering,3.5,Data Scientist,1000000.0
ESmob Technologies,4.5,Data Scientist,800000.0
Integra Micro Software Services (P),4.1,Data Scientist,1000000.0
ThoughtFocus,4.1,Data Scientist,300000.0
Infinx Healthcare,3.8,Data Scientist,1100000.0
Skillsoft,3.2,Data Scientist,1100000.0
Secret Technologies India (VMS Group),4.4,Data Scientist,800000.0
Yugen Ai,5.0,Data Scientist,1200000.0
The Learning Experience,3.5,Data Scientist,300000.0
LeadSquared,3.4,Data Scientist,1500000.0
Andhra Pradesh Board of Intermediate Education,0.0,Data Scientist,500000.0
Invizo Technologies,4.7,Data Scientist,700000.0
Modern Tech Arrays,5.0,Data Scientist,500000.0
o9 Solutions,4.0,Data Scientist,1300000.0
Factly Media & Research,5.0,Data Scientist,500000.0
Xome,4.0,Data Scientist,1500000.0
skit.ai,3.7,Data Scientist,1500000.0
Cancer Institute,3.7,Data Scientist,400000.0
EX Squared,4.4,Data Scientist,1300000.0
Teva Pharmaceuticals,3.6,Data Scientist,600000.0
MentorrBuddy,0.0,Data Scientist,500000.0
Lam Research,4.0,Data Scientist,1200000.0
Corteva Agriscience,4.1,Data Scientist,3600000.0
Kashish Corporation,4.4,Data Scientist,300000.0
Vinod,3.6,Data Scientist,400000.0
John Doe,3.8,Data Scientist,500000.0
Mahindra and Mahindra,3.9,Data Scientist,400000.0
Metteyya Analytics,0.0,Data Scientist,1500000.0
N B Navale Sinhgad College of Engineering,4.3,Data Scientist,900000.0
Hexagon,3.9,Data Scientist,900000.0
Trident Information Systems,4.7,Data Scientist,500000.0
Forage AI,3.7,Data Scientist,1400000.0
Smith Micro,3.5,Data Scientist,3000000.0
DaDa,3.4,Data Scientist,5900000.0
Zomato,3.9,Data Scientist,4800000.0
Shorewise Consulting,4.3,Data Scientist,500000.0
Screatives,4.6,Data Scientist,1200000.0
SAS,4.0,Data Scientist,1300000.0
Teras Tech Solutions,4.0,Data Scientist,900000.0
Motion Infotech,5.0,Data Scientist,1900000.0
Vamsi Pharma,0.0,Data Scientist,1000000.0
9Media Online,4.7,Data Scientist,600000.0
Argus System,4.9,Data Scientist,600000.0
Magnaquest,3.8,Data Scientist,300000.0
VALUE C CONSULTING SERVICES,0.0,Data Scientist,600000.0
Saffrony Institute of Technology,4.0,Data Scientist,400000.0
Izz Oman,5.0,Data Scientist,100000.0
UnitedHealth Group,3.6,Data Scientist,1000000.0
Mystro,4.0,Data Scientist,300000.0
DataBonker Technologies,5.0,Data Scientist,500000.0
Applebee's,3.5,Data Scientist,500000.0
Shiva,3.9,Data Scientist,500000.0
Financial Software & Systems,3.5,Data Scientist,1100000.0
Hemanth Industries,4.3,Data Scientist,4600000.0
Delhivery,4.3,Data Scientist,1400000.0
Bath & Body Works,3.8,Data Scientist,3900000.0
Smiths Interconnect,3.0,Data Scientist,300000.0
Cognizant Microsoft Business Group,3.3,Data Scientist,7500000.0
FORE SOLUTIONS,4.0,Data Scientist,800000.0
PBI Analytics,5.0,Data Scientist,700000.0
Tesla,3.6,Data Scientist,9600000.0
FedEx,3.6,Data Scientist,1600000.0
Vertipride Solutions,4.6,Data Scientist,1000000.0
Bhairav,2.3,Data Scientist,700000.0
John Crane,3.6,Data Scientist,400000.0
Telesto Energy,5.0,Data Scientist,300000.0
Agoda,4.3,Data Scientist,2600000.0
Revolut,3.8,Data Scientist,2800000.0
MyCityWay,3.8,Data Scientist,2400000.0
IQVIA,4.0,Data Scientist,600000.0
Absolute,3.6,Data Scientist,700000.0
CoRover,5.0,Data Scientist,2000000.0
Qzense Labs,0.0,Data Scientist,1200000.0
DJ Alexander,4.1,Data Scientist,500000.0
Harshit Info Solutions,4.0,Data Scientist,1100000.0
Affle,3.7,Data Scientist,900000.0
Valorem Reply,4.2,Data Scientist,1500000.0
INODE INK,4.0,Data Scientist,500000.0
Force Motors,2.8,Data Scientist,200000.0
VIMANA,4.7,Data Scientist,1200000.0
Software.com,3.3,Data Scientist,200000.0
SolutionBuggy,4.2,Data Scientist,500000.0
Monty Telecom Development,4.2,Data Scientist,700000.0
Honeywell,4.0,Data Scientist,500000.0
Vervenest,3.3,Data Scientist,300000.0
Express Analytics,4.4,Data Scientist,900000.0
Netscribes,3.7,Data Scientist,700000.0
Trendwise Analytics,4.5,Data Scientist,500000.0
Sony,4.1,Data Scientist,1700000.0
Jobs for the Future,3.8,Data Scientist,700000.0
Armorblox,4.2,Data Scientist,800000.0
Fresher,4.1,Data Scientist,500000.0
Tealium,3.9,Data Scientist,1000000.0
Teleglobal International,4.7,Data Scientist,500000.0
CamCom,4.0,Data Scientist,1000000.0
Accelerate Diagnostics,3.4,Data Scientist,900000.0
Arcadis,4.1,Data Scientist,1200000.0
WebShar,4.6,Data Scientist,900000.0
Flensburger,3.4,Data Scientist,1000000.0
SCORG Technologies,3.9,Data Scientist,600000.0
Inflexion Analytics,4.7,Data Scientist,600000.0
L&Z Assessoria Contábil,0.0,Data Scientist,200000.0
Aryavart Institute of Technology,5.0,Data Scientist,1300000.0
6sense,4.3,Data Scientist,1600000.0
Automation Anywhere,3.9,Data Scientist,3100000.0
Fluentgrid,4.4,Data Scientist,900000.0
Ruchi Group,3.9,Data Scientist,4400000.0
DLF Brands,3.9,Data Scientist,1500000.0
Sam Houston State,3.9,Data Scientist,300000.0
Gi Group Holding,3.8,Data Scientist,500000.0
Genesis Group Software Developers,4.3,Data Scientist,200000.0
RPG Group,3.8,Data Scientist,2100000.0
VWR International,3.3,Data Scientist,600000.0
CapitaWorld,0.0,Data Scientist,1900000.0
Aman Gupta,4.1,Data Scientist,300000.0
HRDevi Talent Acquisition,3.8,Data Scientist,2400000.0
Saisree Engineers,3.0,Data Scientist,500000.0
EVERSANA INTOUCH,4.0,Data Scientist,3400000.0
EY-Parthenon,4.1,Data Scientist,1300000.0
Minion Solutions,3.7,Data Scientist,800000.0
ALTRANS,3.4,Data Scientist,1300000.0
San Diego State University,4.0,Data Scientist,600000.0
Self Opportunity,4.3,Data Scientist,900000.0
Celebal Technologies,4.1,Data Scientist,600000.0
Cactuslab,5.0,Data Scientist,1000000.0
Digital Lync,4.1,Data Scientist,400000.0
Verizon,3.9,Data Scientist,1400000.0
MathWorks,4.5,Data Scientist,600000.0
Sazi Máquinas,4.4,Data Scientist,900000.0
White Swan Global,5.0,Data Scientist,800000.0
Titan Company,4.1,Data Scientist,800000.0
Aran Group,4.5,Data Scientist,1200000.0
SAI Technology,2.4,Data Scientist,500000.0
QuantumPoint,2.3,Data Scientist,500000.0
Keydabra,3.8,Data Scientist,600000.0
Softtronix IT Solution,4.0,Data Scientist,200000.0
ESCIA Associes,4.2,Data Scientist,200000.0
Honey,3.0,Data Scientist,700000.0
DataArt,4.6,Data Scientist,1400000.0
Opera Solutions,3.2,Data Scientist,2500000.0
PharmaACE,3.6,Data Scientist,700000.0
Whirlpool Corporation,4.0,Data Scientist,300000.0
Insight Centre for Data Analytics,4.5,Data Scientist,1000000.0
"Goverment of Uttarakhand, India",4.2,Data Scientist,600000.0
Sif Homes,5.0,Data Scientist,1200000.0
T-Mobile,3.8,Data Scientist,1000000.0
ICICI Bank,3.7,Data Scientist,200000.0
Agastya,2.8,Data Scientist,600000.0
Shubham Housing Development Finance,3.8,Data Scientist,300000.0
Beatroot Technologies,0.0,Data Scientist,500000.0
Nokia,4.2,Data Scientist,500000.0
AqualiteUS,3.2,Data Scientist,100000.0
Future Consumer Enterprise,3.0,Data Scientist,2000000.0
Enum Informatics,4.0,Data Scientist,400000.0
CredR,4.1,Data Scientist,900000.0
UnitedHealth Group,3.7,Data Scientist,1400000.0
PSG College of Technology,4.1,Data Scientist,1200000.0
Capgemini,3.8,Data Scientist,300000.0
Panduit,3.6,Data Scientist,1600000.0
Zephyr,3.9,Data Scientist,1000000.0
Raju Tech,3.8,Data Scientist,600000.0
Devialet,3.5,Data Scientist,600000.0
Expert Freelancer Inc.,4.5,Data Scientist,500000.0
BitLogic Software,4.4,Data Scientist,400000.0
Netcracker Technology,3.8,Data Scientist,1800000.0
The Network Hub,4.5,Data Scientist,300000.0
Public Affairs Center,2.8,Data Scientist,800000.0
Scintel Technologies,4.0,Data Scientist,1500000.0
National Centre for Biological Sciences,4.2,Data Scientist,400000.0
1Gen,4.7,Data Scientist,800000.0
SolarWinds,3.6,Data Scientist,1000000.0
