Company Name,Rating,Role,Average Salary
Tata Consultancy Services,3.9,Data Scientist,780000.0
IBM,4.0,Data Scientist,1200000.0
Accenture,4.0,Data Scientist,1051857.0
Mu Sigma,3.5,Data Scientist,725000.0
Infosys,3.3,Data Scientist,770714.0
Cognizant Technology Solutions,3.8,Data Scientist,811609.0
Fractal,4.1,Data Scientist,1723101.0
Amazon,3.8,Data Scientist,1570880.0
Capgemini,3.8,Data Scientist,834034.0
Tiger Analytics,4.2,Data Scientist,1512500.0
Microsoft,4.3,Data Scientist,1944192.0
Google,4.4,Data Scientist,1652890.0
Wipro,3.1,Data Scientist,817757.0
Jio,3.8,Data Scientist,1500000.0
Anheuser-Busch InBev,3.8,Data Scientist,2039418.0
Impact Analytics,4.0,Data Scientist,760137.0
Deloitte,4.1,Data Scientist,1279175.0
TuringMinds.Ai,2.6,Data Scientist,500000.0
ZS Associates,3.8,Data Scientist,1500000.0
LTI,3.8,Data Scientist,843201.0
Ericsson-Worldwide,3.9,Data Scientist,1065980.0
Optum,3.6,Data Scientist,1598530.0
Genpact,3.9,Data Scientist,1000100.0
Tech Mahindra,3.6,Data Scientist,809761.0
Fresher,4.1,Data Scientist,500000.0
HCLTech,3.7,Data Scientist,887579.0
ABC,3.9,Data Scientist,734483.0
EXL Service,3.8,Data Scientist,1200000.0
UnitedHealth Group,3.7,Data Scientist,1444094.0
Shell,4.1,Data Scientist,1925000.0
Flipkart,4.0,Data Scientist,3200000.0
Embibe,4.3,Data Scientist,1419536.0
Oracle,3.9,Data Scientist,1531212.0
EY,3.9,Data Scientist,1000000.0
Reliance Industries,3.9,Data Scientist,985625.0
Great Learning,4.0,Data Scientist,871261.0
Cyient,3.6,Data Scientist,858851.0
HP Inc.,4.2,Data Scientist,1686280.0
Optum Global Solutions,4.0,Data Scientist,1598969.0
DXC Technology,3.6,Data Scientist,817720.0
MiQ,3.9,Data Scientist,1721496.0
Ola,3.0,Data Scientist,2100000.0
Ford Motor Company,4.1,Data Scientist,1351366.0
INSOFE,3.9,Data Scientist,745544.0
Nielsen,3.7,Data Scientist,742717.0
PwC,3.9,Data Scientist,1171543.0
Société Générale,3.5,Data Scientist,1962623.0
Ganit,4.0,Data Scientist,1332771.0
PayPal,4.0,Data Scientist,2699618.0
Verizon,3.9,Data Scientist,1292244.0
TCS,3.9,Data Scientist,762500.0
Innoplexus,4.3,Data Scientist,1394490.0
Honeywell,4.0,Data Scientist,1606998.0
HiLabs,3.7,Data Scientist,2035531.0
Mindtree,4.0,Data Scientist,1200000.0
Walmart Global Tech,3.9,Data Scientist,2769824.0
dunnhumby,4.3,Data Scientist,1259872.0
Micron Technology,3.8,Data Scientist,1655233.0
HDFC Bank,3.6,Data Scientist,1341543.0
Delhivery,3.6,Data Scientist,1379526.0
Mastercard,4.3,Data Scientist,2400000.0
Wolters Kluwer,3.7,Data Scientist,1191427.0
Bharti Airtel,4.2,Data Scientist,2113393.0
Nagarro,4.2,Data Scientist,1375525.0
Axis Bank,3.8,Data Scientist,1254637.0
Fidelity Investments,4.3,Data Scientist,2838045.0
Mercedes-Benz Research and Development India,4.0,Data Scientist,1443835.0
Walmart,3.3,Data Scientist,3274097.0
Tredence,4.1,Data Scientist,1224508.0
AlgoAnalytics Financial Consultancy,3.9,Data Scientist,900000.0
SAP,4.4,Data Scientist,1778113.0
Innominds Software,3.5,Data Scientist,969880.0
iNeuron,4.4,Data Scientist,617007.0
Philips,3.7,Data Scientist,1542723.0
Innovaccer,3.6,Data Scientist,1345500.0
Bajaj Finance,3.7,Data Scientist,1170000.0
Decision Point,4.0,Data Scientist,1100773.0
Flutura,4.5,Data Scientist,800000.0
Lumiq (India),3.5,Data Scientist,818700.0
Tata Consultancy Services (North America),3.8,Data Scientist,790026.0
Thoucentric,4.1,Data Scientist,888514.0
Gojek,4.2,Data Scientist,3426438.0
Cognizant,3.8,Data Scientist,1000000.0
Cisco Systems,4.4,Data Scientist,1600000.0
Brillio,3.8,Data Scientist,1483926.0
Fuzzy Logix,3.6,Data Scientist,1730517.0
Applied Data Finance,4.4,Data Scientist,920000.0
Paytm,3.6,Data Scientist,1800000.0
Subex,3.5,Data Scientist,1015866.0
Citi,3.9,Data Scientist,1881834.0
Gramener,4.5,Data Scientist,856349.0
Sigmoid,4.0,Data Scientist,1443092.0
Atos-Syntel,3.6,Data Scientist,981841.0
ABB,4.0,Data Scientist,1175316.0
Intel Corporation,4.2,Data Scientist,1960000.0
TheMathCompany,4.1,Data Scientist,846949.0
Blackstraw,4.0,Data Scientist,1034707.0
Celebal Technologies,4.1,Data Scientist,800000.0
ITC Infotech,3.2,Data Scientist,706901.0
CitiusTech,3.8,Data Scientist,957229.0
Siemens,4.1,Data Scientist,1224869.0
OYO,3.3,Data Scientist,1320955.0
J.P. Morgan,4.0,Data Scientist,2048386.0
Affine,3.9,Data Scientist,1042542.0
Swiggy,4.0,Data Scientist,2221285.0
Antuit,3.9,Data Scientist,1355305.0
Myntra,4.1,Data Scientist,2100379.0
Hewlett Packard Enterprise | HPE,4.2,Data Scientist,2333076.0
Scienaptic Systems,4.4,Data Scientist,1422490.0
ThinkBumblebee Analytics,4.5,Data Scientist,1281310.0
NeenOpal,4.2,Data Scientist,828933.0
DONE by NONE,4.0,Data Scientist,510463.0
Ericsson IT Solutions & Services,4.1,Data Scientist,1003684.0
NTT DATA,3.5,Data Scientist,623893.0
[24]7.ai,4.1,Data Scientist,1708413.0
Incedo,3.9,Data Scientist,1255556.0
NielsenIQ,3.9,Data Scientist,854241.0
Housing.com,4.1,Data Scientist,2119156.0
VMock,4.2,Data Scientist,1934061.0
Novartis,4.0,Data Scientist,1486376.0
Decimal Point Analytics,4.3,Data Scientist,1200000.0
IQVIA,4.0,Data Scientist,910000.0
Nones,3.9,Data Scientist,765026.0
Sprinklr,3.6,Data Scientist,1732982.0
Vodafone,4.0,Data Scientist,988804.0
XYZ,3.8,Data Scientist,575000.0
Dell Technologies,4.2,Data Scientist,1669550.0
Algoscale,3.5,Data Scientist,610853.0
Robert Bosch India,4.1,Data Scientist,1277520.0
Octro,3.9,Data Scientist,881058.0
Aaum Research and Analytics,3.6,Data Scientist,500598.0
eClerx,3.6,Data Scientist,903334.0
Intellect Design Arena,4.1,Data Scientist,1024193.0
Wells Fargo,3.7,Data Scientist,1900687.0
Enquero,4.0,Data Scientist,946769.0
Adobe,4.4,Data Scientist,2400000.0
Quadratic Insights,4.0,Data Scientist,612556.0
KPMG,3.8,Data Scientist,1200000.0
Mphasis,3.6,Data Scientist,1038314.0
Zee Entertainment Enterprises Ltd.,3.7,Data Scientist,2200000.0
Curl Analytics,4.6,Data Scientist,1200000.0
CARS24.com,4.2,Data Scientist,1200000.0
Zensar Technologies,3.9,Data Scientist,1229032.0
Kotak Mahindra Bank,3.7,Data Scientist,900000.0
Claim Genius,3.3,Data Scientist,1409550.0
Bepec Solutions,4.2,Data Scientist,640000.0
Valiance Solutions,4.4,Data Scientist,1005636.0
American Express,4.2,Data Scientist,1899534.0
Publicis Sapient,3.8,Data Scientist,1666492.0
Abzooba,4.7,Data Scientist,1100000.0
Sutherland,3.7,Data Scientist,719544.0
SPi Global,3.6,Data Scientist,793182.0
Legato Health Technologies,4.0,Data Scientist,1302076.0
Teleperformance,4.2,Data Scientist,800000.0
Noodle.ai,3.8,Data Scientist,1684096.0
Quantiphi,3.6,Data Scientist,954907.0
HDFC Standard Life Insurance,3.8,Data Scientist,1236059.0
Virtusa,3.8,Data Scientist,618847.0
R Systems,3.9,Data Scientist,1775000.0
MAERSK,4.2,Data Scientist,2320770.0
Jotter,2.9,Data Scientist,886987.0
SLB,4.0,Data Scientist,1969880.0
Happiest Minds Technologies,4.3,Data Scientist,1066386.0
IELEKTRON TECHNOLOGIES ENGINEERING PRIVATE LIMITED,4.4,Data Scientist,700000.0
Target,3.6,Data Scientist,1338619.0
ICICI Bank,3.7,Data Scientist,1366385.0
o9 Solutions,4.0,Data Scientist,1200000.0
Episource,3.7,Data Scientist,1135503.0
XYZ,3.7,Data Scientist,711245.0
GEP,3.9,Data Scientist,1100000.0
Data Sutram,3.8,Data Scientist,600000.0
RBL Bank,3.6,Data Scientist,1400000.0
Lowe's Home Improvement,3.5,Data Scientist,2000000.0
Innodatatics,4.3,Data Scientist,646587.0
Amdocs,4.0,Data Scientist,666385.0
CrowdANALYTIX,4.6,Data Scientist,694297.0
Freelancer,4.2,Data Scientist,714647.0
Caterpillar,4.0,Data Scientist,1291759.0
GE,4.0,Data Scientist,1201228.0
MakeMyTrip,4.2,Data Scientist,1332771.0
Xalt Analytics,1.0,Data Scientist,500000.0
GlobusSoft,4.4,Data Scientist,360000.0
Bharat Light & Power,4.2,Data Scientist,896616.0
LinkedIn,4.4,Data Scientist,2633808.0
L&T Finance,3.7,Data Scientist,865716.0
LatentView Analytics,4.1,Data Scientist,946769.0
Kyndryl,3.8,Data Scientist,2000000.0
Times Internet,4.2,Data Scientist,2800506.0
Flip Robo,4.4,Data Scientist,500000.0
HighRadius,3.7,Data Scientist,1000000.0
Persistent Systems,4.0,Data Scientist,900000.0
Knowledge Lens,4.3,Data Scientist,1100000.0
KPIT Technologies,3.8,Data Scientist,1100000.0
Apexon,4.0,Data Scientist,1186094.0
Franklin Templeton Investments,3.9,Data Scientist,2547870.0
EMPLOYERS,3.8,Data Scientist,613536.0
Algo8.ai,3.5,Data Scientist,752353.0
Loylty Rewardz Mngt,3.8,Data Scientist,1159025.0
Neustar,4.3,Data Scientist,3107000.0
Verisk,3.8,Data Scientist,685126.0
AlmaBetter,4.2,Data Scientist,623094.0
Piramal Enterprises,3.8,Data Scientist,1350000.0
Wns Global Services,3.5,Data Scientist,760000.0
TransOrg Analytics,3.1,Data Scientist,909677.0
McKinsey & Company,4.3,Data Scientist,2313732.0
Eaton,3.9,Data Scientist,1219277.0
Gartner,4.1,Data Scientist,1869761.0
Michelin,4.1,Data Scientist,1188978.0
Course5 Intelligence,4.4,Data Scientist,1176875.0
Aera Technology,3.5,Data Scientist,1710000.0
Vodafone Idea,3.9,Data Scientist,2158653.0
HTC Global Services,3.6,Data Scientist,638814.0
Other,4.1,Data Scientist,682012.0
S&P Global,4.1,Data Scientist,1303000.0
Akaike Technologies,4.8,Data Scientist,858696.0
Zomato,3.9,Data Scientist,1895783.0
Mahindra,4.0,Data Scientist,1084031.0
T-Systems,4.0,Data Scientist,1330481.0
ParallelDots,4.3,Data Scientist,912330.0
Applied Materials,4.1,Data Scientist,1637399.0
HSBC,3.8,Data Scientist,1184275.0
Rakuten,3.7,Data Scientist,1960000.0
Blue Yonder,4.1,Data Scientist,2023536.0
CRED,4.4,Data Scientist,3127627.0
Aidetic,4.2,Data Scientist,650000.0
TVS Credit Services,4.2,Data Scientist,798232.0
TVS Motor Company,3.8,Data Scientist,1200000.0
Arya.ai,4.2,Data Scientist,886987.0
Hinduja Global Solutions,3.5,Data Scientist,1220794.0
VMware,4.3,Data Scientist,2100000.0
BYJU'S,3.3,Data Scientist,615000.0
CASHe,3.6,Data Scientist,1134564.0
UPL,4.3,Data Scientist,1700386.0
Synechron,4.3,Data Scientist,1140412.0
Idexcel,4.0,Data Scientist,537917.0
Karvy Group,3.3,Data Scientist,726820.0
Tableau Software,3.8,Data Scientist,666385.0
Robert Bosch,4.2,Data Scientist,1224596.0
Loyalytics Consulting,4.1,Data Scientist,950000.0
Shadowfax Technologies,4.2,Data Scientist,2081693.0
Nokia,4.2,Data Scientist,1726765.0
Info Edge,4.0,Data Scientist,2000000.0
nference,3.9,Data Scientist,2451753.0
ADP,4.0,Data Scientist,1000000.0
Renault Nissan Technology & Business Centre,3.7,Data Scientist,2050027.0
NDS InfoServ,4.9,Data Scientist,1110642.0
Freelancer,4.2,Data Scientist,700126.0
Indium Software,4.2,Data Scientist,711245.0
Coforge,3.9,Data Scientist,1686280.0
WNS,3.5,Data Scientist,840152.0
GE HealthCare,4.3,Data Scientist,1627727.0
MetLife,3.9,Data Scientist,869777.0
SG Analytics,3.7,Data Scientist,863375.0
Aptus Data Labs,4.2,Data Scientist,799493.0
Hexaware Technologies,3.8,Data Scientist,1025385.0
Bidgely,4.0,Data Scientist,1821427.0
Square Panda,4.0,Data Scientist,731044.0
Apple,4.2,Data Scientist,868188.0
Altimetrik,4.1,Data Scientist,683187.0
HARMAN,3.9,Data Scientist,1638709.0
FICO,4.1,Data Scientist,1761790.0
Rolls-Royce,3.9,Data Scientist,1471917.0
Professional Data Analysts,4.1,Data Scientist,864586.0
Money View,4.4,Data Scientist,1547243.0
Innowatts,3.1,Data Scientist,1100000.0
QuantZig,4.6,Data Scientist,955404.0
Tata Technologies,3.7,Data Scientist,733286.0
ShareChat,3.7,Data Scientist,2445582.0
Mbb Labs,3.5,Data Scientist,1458896.0
Credit Suisse,3.8,Data Scientist,1700355.0
Turing,4.0,Data Scientist,1100000.0
Freshworks,3.9,Data Scientist,871506.0
Cerner,3.6,Data Scientist,906635.0
L&T Technology Services,3.4,Data Scientist,736241.0
ZEE5,3.1,Data Scientist,1873024.0
Molecular Connections,3.9,Data Scientist,576648.0
Brane Enterprises (nslhub),3.4,Data Scientist,1691667.0
Ecom Express,3.9,Data Scientist,925000.0
NSHM Knowledge Campus,3.4,Data Scientist,530780.0
Zendrive,4.4,Data Scientist,1918490.0
Internshala,3.8,Data Scientist,611225.0
Apar Technologies,3.7,Data Scientist,847500.0
UST,3.9,Data Scientist,617487.0
Glance,3.8,Data Scientist,1850000.0
Analytics Vidhya,4.0,Data Scientist,822659.0
Optum Global Solutions India,4.2,Data Scientist,1473261.0
FlexiLoans Technologies,3.8,Data Scientist,830000.0
Morningstar,4.1,Data Scientist,1050000.0
Tata,4.1,Data Scientist,1155321.0
None Such Farm,3.9,Data Scientist,765000.0
Head Digital Works,4.0,Data Scientist,1281048.0
YASH Technologies,3.8,Data Scientist,673154.0
Swiss Re,4.1,Data Scientist,1515536.0
DeepTek Medical Imaging,4.3,Data Scientist,820000.0
Concentrix,4.1,Data Scientist,590000.0
Veracitiz Solution,3.8,Data Scientist,508621.0
Kaleidofin,3.6,Data Scientist,1225112.0
Unified Healthcare Group,3.9,Data Scientist,1551808.0
Standard Chartered Bank,3.9,Data Scientist,1633500.0
SigTuple,3.6,Data Scientist,2450443.0
Ashok Leyland,4.1,Data Scientist,1484866.0
UniQreate,1.8,Data Scientist,535666.0
TCG Digital,4.1,Data Scientist,1573861.0
Everlytics,3.1,Data Scientist,423893.0
Lido,2.8,Data Scientist,1229032.0
Thomson Reuters,3.7,Data Scientist,1050000.0
Coupa Software Inc,4.1,Data Scientist,1377198.0
Infosys BPM,3.6,Data Scientist,882567.0
Shyena Tech Yarns,3.8,Data Scientist,420786.0
Pentation Analytics,3.1,Data Scientist,586419.0
Thoughtworks,4.1,Data Scientist,940000.0
Knowledge Foundry,4.6,Data Scientist,1018490.0
Anonymous,3.8,Data Scientist,1110642.0
Locus,3.6,Data Scientist,2354960.0
Tata Steel,4.1,Data Scientist,1524097.0
Uber,3.9,Data Scientist,2100000.0
Yes Bank,3.8,Data Scientist,1251051.0
Exela Technologies,3.1,Data Scientist,1600000.0
Smart Energy Water,3.1,Data Scientist,663602.0
Aditya Birla Group,4.1,Data Scientist,1262358.0
1mg,3.7,Data Scientist,1330387.0
Hypersonix (CA),3.8,Data Scientist,1580000.0
Zoho,4.5,Data Scientist,1200000.0
DBS Bank,4.0,Data Scientist,1408050.0
Teradata,3.8,Data Scientist,1219277.0
Searce,3.6,Data Scientist,773862.0
PharmEasy,3.5,Data Scientist,1300000.0
upGrad,4.1,Data Scientist,888514.0
YouPlus,2.6,Data Scientist,1441303.0
Playpower Labs,4.5,Data Scientist,1200000.0
Tata AIG General Insurance,3.7,Data Scientist,1561270.0
Bank of America,4.0,Data Scientist,1360801.0
ascena,3.3,Data Scientist,1613750.0
Alumnus Software,4.1,Data Scientist,624508.0
Foundation AI,4.1,Data Scientist,1600000.0
Tatras Data,3.6,Data Scientist,1074624.0
Oriserve,4.4,Data Scientist,1300000.0
Navidium,3.8,Data Scientist,707079.0
OLX Group,3.8,Data Scientist,2300000.0
Boston Consulting Group,4.3,Data Scientist,2123120.0
Barclays,4.0,Data Scientist,2081693.0
AppyHigh Technology,4.6,Data Scientist,1300000.0
AlgonoX Technologies,3.8,Data Scientist,710000.0
ANZ,4.1,Data Scientist,1577948.0
Boeing,3.9,Data Scientist,2178877.0
Meta,3.9,Data Scientist,1000000.0
InMobi,4.2,Data Scientist,2200000.0
Fresherworld.com,4.0,Data Scientist,758181.0
ATCS,4.0,Data Scientist,1024193.0
National Payments Corporation of India,3.3,Data Scientist,720000.0
Humonics,3.2,Data Scientist,1000000.0
Artivatic Data Labs,3.6,Data Scientist,799485.0
HSBC Electronic Data Processing India,3.9,Data Scientist,1893537.0
Simpl,3.7,Data Scientist,1300000.0
Merkle,3.7,Data Scientist,1177281.0
InViz AI Solutions,3.0,Data Scientist,850000.0
Analytical Wizards,4.7,Data Scientist,824403.0
PayU,3.8,Data Scientist,2205459.0
Tata Consultancy Services,3.9,Data Scientist,420000.0
Birlasoft,3.6,Data Scientist,820011.0
Comviva,3.7,Data Scientist,941400.0
Scry AI,4.0,Data Scientist,2000000.0
State Bank of India,3.7,Data Scientist,1353578.0
Texas Instruments,4.1,Data Scientist,2900000.0
Elucidata (MA),4.2,Data Scientist,1166877.0
Blinkit,3.7,Data Scientist,1993678.0
LendingKart,3.9,Data Scientist,1174065.0
Ideas2IT,4.4,Data Scientist,2246038.0
Bajaj Finserv Health,4.2,Data Scientist,1142417.0
GlobalData,3.4,Data Scientist,1042542.0
Big Data Scientists,4.6,Data Scientist,834034.0
ACL Digital,4.0,Data Scientist,700000.0
XYZ Tech,4.0,Data Scientist,700126.0
.Kreate,4.2,Data Scientist,428174.0
Evalueserve,3.9,Data Scientist,1100000.0
Fresher,4.1,Data Scientist,500000.0
AXA,4.0,Data Scientist,1264228.0
ValueLabs,4.3,Data Scientist,1140412.0
Commonwealth Bank of Australia,4.0,Data Scientist,1760000.0
Google,4.4,Data Scientist,500000.0
iOPEX Technologies,3.6,Data Scientist,481048.0
Karza Technologies,4.6,Data Scientist,1292084.0
GE Digital,3.6,Data Scientist,1682525.0
Vedantu,3.5,Data Scientist,1218936.0
TEKsystems,4.0,Data Scientist,1088740.0
Lenovo,4.0,Data Scientist,1781907.0
CreditNirvana,4.0,Data Scientist,1292668.0
SLK Group,3.7,Data Scientist,755000.0
NetApp,4.1,Data Scientist,2596202.0
ThinkBridge,3.8,Data Scientist,811850.0
Guavus,3.1,Data Scientist,1628063.0
Capgemini Engineering,3.7,Data Scientist,1175525.0
Sopra Steria,3.8,Data Scientist,1288440.0
VE Commercial Vehicles,3.6,Data Scientist,581797.0
Harsha,3.8,Data Scientist,1109245.0
Finarb,3.8,Data Scientist,1705615.0
Globant,4.3,Data Scientist,1274508.0
Sravathi AI Technology,4.4,Data Scientist,834934.0
Samsung Electronics,3.8,Data Scientist,2065558.0
Dream11,3.6,Data Scientist,2218139.0
IVL Global,3.8,Data Scientist,716362.0
CRISIL,3.9,Data Scientist,1302867.0
Chistats,4.7,Data Scientist,758468.0
Landmark Group,3.9,Data Scientist,1729219.0
Mahindra Integrated Business Solutions,3.4,Data Scientist,1007263.0
Dr. Reddy's,4.0,Data Scientist,2200000.0
ADF Data Science,4.0,Data Scientist,995127.0
Razorpay,4.0,Data Scientist,1798177.0
Indus Insights,2.8,Data Scientist,1650000.0
Xceedance,3.7,Data Scientist,830161.0
Smiths Detection,3.5,Data Scientist,2020011.0
AB InBev,3.9,Data Scientist,1822206.0
Netomi,4.5,Data Scientist,1873112.0
Limeroad,3.7,Data Scientist,1283777.0
Easyrewardz Software Services,3.4,Data Scientist,550000.0
Reserve Bank Information Technology,3.5,Data Scientist,1550000.0
Yubi,3.3,Data Scientist,2100000.0
ZestMoney,4.3,Data Scientist,1549484.0
Joveo,4.2,Data Scientist,2810019.0
AI Variant,4.2,Data Scientist,325000.0
CRMnext,3.6,Data Scientist,695000.0
AntWorks,3.2,Data Scientist,1266769.0
Metacube Software Pvt. Ltd.,4.1,Data Scientist,1027192.0
AGS Health,4.0,Data Scientist,463552.0
Elpis IT Solutions,4.0,Data Scientist,1618145.0
BA Continuum India,4.3,Data Scientist,1247989.0
D&B Technologies,3.8,Data Scientist,1062500.0
Visa Inc.,4.1,Data Scientist,1810947.0
Zeta Suite,3.7,Data Scientist,2345198.0
HERE Technologies,3.6,Data Scientist,1250648.0
GroupM,3.9,Data Scientist,1417531.0
Blend360,4.2,Data Scientist,2050000.0
Dure Technologies,3.3,Data Scientist,1416385.0
Accenture Solutions,4.1,Data Scientist,1850000.0
Yodlee,3.7,Data Scientist,2385322.0
GAIN Credit (formerly Global Analytics),3.3,Data Scientist,2167373.0
Wipro Digital,3.8,Data Scientist,798602.0
udaan.com,3.6,Data Scientist,2224193.0
Draup,4.1,Data Scientist,1964379.0
Baker Hughes,3.9,Data Scientist,1673163.0
Motilal Oswal Financial Services,3.7,Data Scientist,634761.0
Ugam,3.8,Data Scientist,839869.0
IndusInd Bank,3.4,Data Scientist,1300000.0
Iris Software,4.3,Data Scientist,1590273.0
Morgan Stanley,4.0,Data Scientist,2377862.0
3LOQ Labs,2.9,Data Scientist,911303.0
Ey,3.9,Data Scientist,950000.0
Tridiagonal Solutions,3.4,Data Scientist,600000.0
ARMSOFTECH.AIR,4.5,Data Scientist,643171.0
Conduent,3.1,Data Scientist,892656.0
United Airlines,4.0,Data Scientist,2902288.0
KhataBook,3.7,Data Scientist,2640608.0
Pivotchain Solutions,4.4,Data Scientist,850000.0
Xoriant,3.8,Data Scientist,1776558.0
Naukri.com,3.7,Data Scientist,2662334.0
Wipro,3.8,Data Scientist,1081426.0
Tesco Bengaluru,3.9,Data Scientist,1931372.0
Gyan Data,4.1,Data Scientist,522807.0
FourKites,3.9,Data Scientist,1204270.0
Google,4.4,Data Scientist,284052.0
Healofy,4.1,Data Scientist,2744122.0
Skoruz,4.6,Data Scientist,1153581.0
Tietoevry,4.2,Data Scientist,858407.0
GoLorry,2.5,Data Scientist,765317.0
iQuanti,3.7,Data Scientist,2208388.0
Red Hat,4.2,Data Scientist,1419842.0
GeakMinds,4.7,Data Scientist,515000.0
Mobile Premier League,4.0,Data Scientist,2648872.0
Trell,3.7,Data Scientist,1261245.0
Shubh Loans,3.9,Data Scientist,1001281.0
Ericsson India Global services Pvt. Ltd.,4.3,Data Scientist,1480000.0
Inshorts,4.5,Data Scientist,3092340.0
Saama Technologies,4.0,Data Scientist,969493.0
Nucot,4.9,Data Scientist,600000.0
Unilever,4.1,Data Scientist,1355577.0
Brain Vision Technology,4.4,Data Scientist,515000.0
Lincode,3.2,Data Scientist,683777.0
Cartesian Consulting,3.5,Data Scientist,837733.0
General Mills,4.1,Data Scientist,1265509.0
HCL,3.7,Data Scientist,680479.0
Zummit Infolabs,4.1,Data Scientist,657258.0
UBS,3.9,Data Scientist,1393544.0
XYZ,3.8,Data Scientist,809677.0
HT Media,3.5,Data Scientist,1796327.0
STL - Sterlite Technologies Limited,3.5,Data Scientist,1137917.0
Zoomcar,3.4,Data Scientist,1249869.0
Cipla,3.9,Data Scientist,737500.0
JPMorgan Chase & Co,4.0,Data Scientist,1600000.0
Hakkasan Group,3.7,Data Scientist,611073.0
Acronotics,3.3,Data Scientist,1800000.0
Mavenir,3.7,Data Scientist,1230016.0
Pikky,4.9,Data Scientist,762048.0
NICE Actimize,4.3,Data Scientist,1732813.0
Tata Group,4.0,Data Scientist,1040847.0
Quinbay,4.1,Data Scientist,1800000.0
Tatvic Analytics,3.6,Data Scientist,409677.0
Wabtec,3.7,Data Scientist,1833282.0
Continental,3.9,Data Scientist,511687.0
Artificial Learning Systems,2.6,Data Scientist,1166877.0
Dailyhunt,3.9,Data Scientist,2776606.0
ExcelR,4.2,Data Scientist,240000.0
SwitchOn,4.4,Data Scientist,694877.0
IDFC First Bank,4.1,Data Scientist,1800000.0
Goldman Sachs,3.9,Data Scientist,1617035.0
Spineor,4.3,Data Scientist,535218.0
TATA ELXSI,4.0,Data Scientist,675000.0
WebMD Health,3.6,Data Scientist,877407.0
H&M,3.5,Data Scientist,2700000.0
Azentio Software,3.4,Data Scientist,660000.0
Prudential plc,3.8,Data Scientist,1145134.0
Accenture,4.0,Data Scientist,600000.0
Milkbasket,3.9,Data Scientist,1214121.0
NeoSOFT,4.1,Data Scientist,460000.0
Tata Insights and Quants,3.9,Data Scientist,600000.0
Positive Integers,3.9,Data Scientist,512097.0
Netenrich Inc.,4.2,Data Scientist,1332771.0
Tekion,3.9,Data Scientist,2057919.0
Kaplan,3.7,Data Scientist,1842074.0
Exzeo,4.2,Data Scientist,900814.0
RxLogix,3.0,Data Scientist,1260000.0
vPhrase,3.8,Data Scientist,615008.0
BT,3.3,Data Scientist,3370000.0
AIBridge ML,4.6,Data Scientist,500000.0
RingCentral,3.8,Data Scientist,3062779.0
Maruti Suzuki,3.9,Data Scientist,369005.0
Exponentia,3.7,Data Scientist,894170.0
My Ally,2.8,Data Scientist,850000.0
Board Infinity,3.1,Data Scientist,444257.0
Epsilon,3.9,Data Scientist,1756813.0
Pitney Bowes,3.5,Data Scientist,976776.0
DataRobot,3.6,Data Scientist,3250000.0
Eucloid Data Solutions,4.8,Data Scientist,1500000.0
Networth,3.0,Data Scientist,500000.0
Prudent Technologies & Consulting,3.8,Data Scientist,611094.0
Bright Money,4.7,Data Scientist,2945502.0
IFS India Mercantile,4.6,Data Scientist,625258.0
Dunzo,3.9,Data Scientist,2400000.0
Wakefit,4.1,Data Scientist,1524097.0
Aptagrim Consulting,4.0,Data Scientist,430506.0
Broadridge,4.0,Data Scientist,1177480.0
NatWest Group,4.0,Data Scientist,1455000.0
ICICI Securities,3.6,Data Scientist,409470.0
Ather Energy,4.2,Data Scientist,900000.0
GlobalLogic,4.0,Data Scientist,971000.0
Datamatics Global Services,3.5,Data Scientist,996782.0
Atlassian,4.5,Data Scientist,4760000.0
Sciffer Analytics,4.3,Data Scientist,400000.0
Inspirisys Solutions Limited,4.3,Data Scientist,1332771.0
Bain & Company,4.5,Data Scientist,1800000.0
Aruba Networks,4.1,Data Scientist,1609018.0
OSG Analytics,2.7,Data Scientist,800000.0
Exactspace Technologies,4.4,Data Scientist,500000.0
Colt Technology Services,4.3,Data Scientist,1076264.0
Sociolla,4.1,Data Scientist,819355.0
Pluto7,3.7,Data Scientist,612959.0
Digité,4.0,Data Scientist,841570.0
BioCryst Pharmaceuticals,3.9,Data Scientist,780000.0
Bewakoof Brands,4.0,Data Scientist,666385.0
e-Zest Solutions,4.0,Data Scientist,1321944.0
Straive,3.4,Data Scientist,1200000.0
Games24x7,4.4,Data Scientist,3340000.0
Visteon,3.6,Data Scientist,499789.0
Linsyssoft Technologies,4.1,Data Scientist,427103.0
Edifecs,4.2,Data Scientist,644173.0
FIS,3.7,Data Scientist,1000000.0
ZedEye Labs,4.3,Data Scientist,770714.0
Baronford & Associates,4.0,Data Scientist,2500000.0
HRS Group,3.3,Data Scientist,1700000.0
InnovatorsBay,2.8,Data Scientist,718311.0
Danske IT and Support Services,3.8,Data Scientist,1220019.0
Samsung R&D Institute India - Bangalore,3.1,Data Scientist,1998734.0
Intelligence Node,3.9,Data Scientist,1000000.0
Quest Global,3.9,Data Scientist,2021164.0
LiquidHub,3.0,Data Scientist,1076593.0
Accenture,4.0,Data Scientist,508032.0
Prognos Health,3.2,Data Scientist,1646130.0
TECH I.S,4.2,Data Scientist,366656.0
Innefu Labs Pvt,4.3,Data Scientist,888514.0
Data Semantics,3.9,Data Scientist,375779.0
GE Aerospace,3.9,Data Scientist,1400253.0
Kantar,3.7,Data Scientist,850000.0
BitGo,4.3,Data Scientist,1800000.0
