Company Name,Rating,Average Salary,Role
PipeCandy,4.4,23L -32L,Senior Data Scientist
Tricog Health Services,4.5,23L -31L,Senior Data Scientist
Monsoon (India),4.1,16L -25L,Senior Data Scientist
Kyndryl,3.8,89T -2L,Senior Data Scientist - Monthly
Omega Healthcare,3.8,724 -3T,Senior Data Scientist - Hourly
Halodoc,4.2,31L -34L,Senior Data Scientist
Boeing,3.9,26L -29L,Senior Data Scientist
Xoriant,3.8,13L -42L,Senior Data Scientist
ICICI Lombard General Insurance Company Limited,3.5,17L -25L,Senior Data Scientist
Quest Global,3.9,13L -20L,Senior Data Scientist
Aviso,3.7,27L -36L,Senior Data Scientist
IKS Health,3.4,9L -13L,Senior Data Scientist
GSK,4.1,36L -45L,Senior Data Scientist
Xceedance,3.7,63T -80T,Senior Data Scientist - Monthly
Kimberly-Clark,4.1,3L -10L,Senior Data Scientist
Yum! Brands,4.1,13L -22L,Senior Data Scientist
Aera Technology,3.5,6L -16L,Senior Data Scientist
Nabler Web Solutions,4.0,9L -17L,Senior Data Scientist
Mbb Labs,3.5,9L -25L,Senior Data Scientist
Intel Corporation,4.2,13L -35L,Senior Data Scientist
Datafoundry,3.7,22L -42L,Senior Data Scientist
Ola,3.0,33L -40L,Senior Data Scientist
Finicity,2.2,29L -31L,Senior Data Scientist
Tata Consultancy Services,3.9,3L -7L,Senior Data Scientist
IQVIA,4.0,11L -31L,Senior Data Scientist
Morningstar,4.1,12L -30L,Senior Data Scientist
Komli Media,3.5,26L -35L,Senior Data Scientist
Simpl,3.7,30L -40L,Senior Data Scientist
Sabre,3.9,30L -33L,Senior Data Scientist
Zeominds IT Solutions,4.0,15L -18L,Senior Data Scientist
Bayer,4.1,34L -49L,Senior Data Scientist
Ecolab,3.7,12L -13L,Senior Data Scientist
Sapphire Infocom Pvt Ltd,4.2,8L -8L,Senior Data Scientist
ascena,3.3,1L -3L,Senior Data Scientist - Monthly
Rapido,4.2,44L -52L,Senior Data Scientist
EXL Service,3.8,14L -20L,Senior Data Scientist
Pluto7,3.7,9L -13L,Senior Data Scientist
DXC Technology,3.6,12L -15L,Senior Data Scientist
Icertis,3.9,5L -17L,Senior Data Scientist
BT,3.3,5L -39L,Senior Data Scientist
Caterpillar,4.0,27L -32L,Senior Data Scientist
Nielsen,3.7,84T -1L,Senior Data Scientist - Monthly
Aditya Birla Group,4.1,17L -25L,Senior Data Scientist
FIS,3.7,56T -3L,Senior Data Scientist - Monthly
TransOrg Analytics,3.1,1L -15L,Senior Data Scientist
InMobi,4.2,25L -31L,Senior Data Scientist
ValueFirst Digital Media,3.9,10L -19L,Senior Data Scientist
Pegasus InfoCorp,3.6,11L -31L,Senior Data Scientist
Robert Bosch,4.2,79T -1L,Senior Data Scientist - Monthly
NTT DATA,3.5,7L -23L,Senior Data Scientist
Decision Culture,4.8,31L -36L,Senior Data Scientist
AntWorks,3.2,15L -32L,Senior Data Scientist
Rakuten,3.7,24L -47L,Senior Data Scientist
USEReady,4.5,1L -3L,Senior Data Scientist - Monthly
Great Learning,4.0,11L -19L,Senior Data Scientist
Neewee,3.0,12L -13L,Senior Data Scientist
Swiggy,4.0,25L -1Cr,Senior Data Scientist
Bidgely,4.0,30L -40L,Senior Data Scientist
Baker Hughes,3.9,15L -24L,Senior Data Scientist
Kearney,4.3,26L -35L,Senior Data Scientist
Dunzo,3.9,31L -35L,Senior Data Scientist
D&B Technologies,3.8,14L -19L,Senior Data Scientist
Samsung R&D Institute India - Bangalore,3.1,10L -17L,Senior Data Scientist
EYGBS (India),3.9,13L -21L,Senior Data Scientist
Barclays,4.0,24L -36L,Senior Data Scientist
BluePi,4.3,10L -11L,Senior Data Scientist
PwC,3.9,13L -24L,Senior Data Scientist
Fiserv,3.1,10L -16L,Senior Data Scientist
Blend360,4.2,24L -29L,Senior Data Scientist
CustomerInsights.AI,3.3,21L -43L,Senior Data Scientist
Tiger Anlaytics,3.6,1L -2L,Senior Data Scientist - Monthly
Virtusa,3.8,13L -17L,Senior Data Scientist
Playpower Labs,4.5,20L -24L,Senior Data Scientist
Freshworks,3.9,22L -30L,Senior Data Scientist
Kantar,3.7,24L -44L,Senior Data Scientist
Decimal Point Analytics,4.3,16L -25L,Senior Data Scientist
GE Aerospace,3.9,15L -21L,Senior Data Scientist
Brillio,3.8,18L -39L,Senior Data Scientist
Vauld,4.3,23L -47L,Senior Data Scientist
Locus,3.6,17L -28L,Senior Data Scientist
Exponentia DataLabs,3.4,10L -23L,Senior Data Scientist
Capital Impact Partners,3.7,4L -7L,Junior Data Scientist
Cloudcraftz,4.4,4L -5L,Junior Data Scientist
Dozee,4.2,6L -8L,Junior Data Scientist
IFS India Mercantile,4.6,15T -51T,Junior Data Scientist - Monthly
OnPassive,3.9,3L -3L,Junior Data Scientist
Mu Sigma,3.5,33T -61T,Junior Data Scientist - Monthly
EY,3.9,6L -8L,Junior Data Scientist
CARS24.com,4.2,11L -15L,Junior Data Scientist
Sentient Scripts,4.2,£3L -£6L,Junior Data Scientist
Honeywell,4.0,4L -5L,Junior Data Scientist
ZAN Compute,4.1,5L -6L,Junior Data Scientist
Course5 Intelligence,4.4,4L -4L,Junior Data Scientist
Aidetic,4.2,5L -9L,Junior Data Scientist
DeepSphere.AI,3.8,10T -18T,Junior Data Scientist - Monthly
.Kreate,4.2,5L -6L,Junior Data Scientist
Wipro,3.1,14T -86T,Junior Data Scientist - Monthly
Witsy,4.0,5T -11T,Junior Data Scientist - Intern
NextGen Invent,3.1,5L -7L,Junior Data Scientist
Teradata,3.8,59T -66T,Junior Data Scientist - Monthly
ThirdEye Data,3.1,31T -39T,Junior Data Scientist - Monthly
Gyan Data,4.1,6L -8L,Junior Data Scientist
Prudent Technologies & Consulting,3.8,4L -7L,Junior Data Scientist
Happiest Minds Technologies,4.3,15T -26T,Junior Data Scientist - Monthly
Blackstraw,4.0,5L -6L,Junior Data Scientist
Innomatics Research Labs,4.2,5T -21T,Junior Data Scientist - Monthly Intern
Sabudh Foundation,4.3,5L -9L,Junior Data Scientist
Navidium,3.8,5L -13L,Junior Data Scientist
SatSure,4.5,6L -6L,Junior Data Scientist
iNeuron,4.4,2T -11T,Junior Data Scientist - Monthly Intern
Amazon,3.8,5L -13L,Junior Data Scientist
Datametica,4.1,5L -6L,Junior Data Scientist
PharmEasy,3.5,6L -11L,Junior Data Scientist
ITC Infotech,3.2,4L -7L,Data Analyst/Data Scientist
Reliance Industries,3.9,7L -10L,Data Analyst/Data Scientist
American Express,4.2,14L -19L,Data Analyst/Data Scientist
Ericsson-Worldwide,3.9,36T -55T,Data Analyst/Data Scientist - Monthly
Freelancer,4.2,48T -85T,Data Analyst/Data Scientist - Monthly
Concentrix,4.1,33T -41T,Data Analyst/Data Scientist - Monthly
Nones,3.9,35T -73T,Data Analyst/Data Scientist - Monthly
TCS,3.9,3L -5L,Data Analyst/Data Scientist
IBM,4.0,8L -17L,Data Analyst/Data Scientist
AI Variant,4.2,19T -21T,Data Analyst/Data Scientist - Monthly
DONE by NONE,4.0,5L -11L,Data Analyst/Data Scientist
DataScientest,4.6,48T -55T,Data Analyst/Data Scientist - Monthly
Deloitte,4.1,12L -13L,Data Analyst/Data Scientist
First Student,3.9,20T -61T,Data Analyst/Data Scientist - Monthly
Google,4.4,5L -23L,Data Analyst/Data Scientist
Data Science Wizards,4.2,24T -43T,Data Science Intern - Monthly
Exposys Data Labs,3.9,5T -21T,Data Science Intern - Monthly
Ivy Professional School,4.6,7T -8T,Data Science Intern - Monthly
Blenheim Chalcot,4.0,24T -31T,Data Science Intern - Monthly
Fresher,4.1,5T -16T,Data Science Intern - Monthly
Dun & Bradstreet,3.9,8T -21T,Data Science Intern - Monthly
Ola,3.0,15T -1L,Data Science Intern - Monthly
V S JADON AND CO VALUERS,3.0,10T -10T,Data Science Intern - Monthly
Maxgen Technologies,4.8,16T -26T,Data Science Intern - Monthly
Cognizant Technology Solutions,3.8,10T -61T,Data Science Intern - Monthly
PHN Technology,4.9,2T -8T,Data Science Intern - Monthly
AI Variant,4.2,24T -26T,Data Science Intern - Monthly
Tata Consultancy Services,3.9,96T -1L,Data Science Intern
Analytics Vidhya,4.0,2L -5L,Data Science Intern
Mobileum,3.5,29T -36T,Data Science Intern - Monthly
Google,4.4,8T -26T,Data Science Intern - Monthly
Smartail,3.9,14T -62T,Data Science Intern
Barraiser,4.5,10T -10T,Data Scientist Intern - Monthly
Capgemini,3.8,29L -36L,Lead Data Scientist
Travelex,3.7,24L -35L,Lead Data Scientist
Srijan Technologies,4.4,29L -31L,Lead Data Scientist
Siemens Gamesa,3.9,36L -40L,Lead Data Scientist
HERE Technologies,3.6,42L -54L,Lead Data Scientist
AgNext Technologies,3.6,15L -21L,Lead Data Scientist
Innovaccer,3.6,29L -44L,Lead Data Scientist
Myntra,4.1,41L -46L,Lead Data Scientist
Wavicle Data Solutions,4.7,37T -2L,Lead Data Scientist - Monthly
ITC Infotech,3.2,1L -7L,Lead Data Scientist - Monthly
Embibe,4.3,34L -44L,Lead Data Scientist
EXL Service,3.8,16L -21L,Lead Data Scientist
Ignitho Technologies,4.4,17L -21L,Lead Data Scientist
LendingKart,3.9,24L -28L,Lead Data Scientist
VMware,4.3,24L -36L,Lead Data Scientist
HP Inc.,4.2,17L -36L,Lead Data Scientist
Legato Health Technologies,4.0,24L -27L,Lead Data Scientist
NielsenIQ,3.9,68T -1L,Lead Data Scientist - Monthly
INSOFE,3.9,17L -20L,Lead Data Scientist
Ericsson-Worldwide,3.9,42L -57L,Lead Data Scientist
Schneider Electric,4.2,30L -40L,Lead Data Scientist
BNY Mellon,3.6,17L -23L,Lead Data Scientist
SymphonyAI,4.2,18L -25L,Lead Data Scientist
Subex,3.5,16L -25L,Lead Data Scientist
Socure,2.6,2L -3L,Lead Data Scientist - Monthly
Bajaj Allianz General Insurance Co,3.8,20L -25L,Lead Data Scientist
SpringML,4.2,2L -3L,Lead Data Scientist - Monthly
Sigmoid,4.0,41L -52L,Lead Data Scientist
Ideas2IT,4.4,29L -32L,Lead Data Scientist
CreditVidya,4.1,28L -34L,Lead Data Scientist
Quantium,4.0,29L -38L,Lead Data Scientist
Sutherland,3.7,12L -15L,Lead Data Scientist
AstraZeneca,4.1,19L -24L,Lead Data Scientist
Société Générale,3.5,24L -29L,Lead Data Scientist
ITC Infotech,3.2,6L -9L,Associate Data Scientist
Commonwealth Bank of Australia,4.0,17L -19L,Associate Data Scientist
PwC,3.9,8L -10L,Associate Data Scientist
Tata Consultancy Services,3.9,44T -63T,Associate Data Scientist - Monthly
XPO,3.6,14L -16L,Associate Data Scientist
Algonomy,3.8,6L -10L,Associate Data Scientist
Skoruz,4.6,15T -70T,Associate Data Scientist - Monthly
Yubi,3.3,12L -15L,Associate Data Scientist
Capgemini,3.8,8L -12L,Associate Data Scientist
Clarion Technologies,4.1,5L -10L,Associate Data Scientist
Zest Technologies,4.7,6L -7L,Associate Data Scientist
Outplay,4.3,8L -18L,Associate Data Scientist
Analytics Vidhya,4.0,8L -10L,Associate Data Scientist
Publicis Sapient,3.8,37T -55T,Associate Data Scientist - Monthly Intern
Lincode,3.2,3L -6L,Associate Data Scientist
Jio,3.8,9L -10L,Associate Data Scientist
Infiniti Research,3.9,6L -8L,Associate Data Scientist
Nabler Web Solutions,4.0,19T -36T,Associate Data Scientist - Monthly
Dailyhunt,3.9,9L -16L,Associate Data Scientist
Landmark Group,3.9,9L -11L,Associate Data Scientist
CaaStle,3.9,10L -15L,Associate Data Scientist
World Wide Technology,4.1,18L -23L,Associate Data Scientist
Aditya Birla Management,3.1,10L -11L,Associate Data Scientist
Noodle.ai,3.8,2L -9L,Associate Data Scientist
Dristia,,5L -8L,Associate Data Scientist
IBM,4.0,4L -5L,Associate Data Scientist
Altimetrik,4.1,8L -9L,Associate Data Scientist
ParallelDots,4.3,4L -6L,Associate Data Scientist
AB InBev,3.9,14L -17L,Associate Data Scientist
ConcertAI,3.3,10L -12L,Associate Data Scientist
Bajaj Finserv Health,4.2,9L -10L,Associate Data Scientist
Ola,3.0,11L -14L,Associate Data Scientist
PayPal,4.0,10L -21L,Associate Data Scientist
CustomerInsights.AI,3.3,6L -8L,Associate Data Scientist
Softsensor AI,4.2,6L -8L,Associate Data Scientist
ZS Associates,3.8,16L -18L,Associate Data Scientist
Jarvis Technology & Strategy Consulting,3.6,11L -17L,Associate Data Scientist
Nielsen,3.7,5L -8L,Associate Data Scientist
HDFC Standard Life Insurance,3.8,10L -12L,Associate Data Scientist
Aditya Birla Group,4.1,48T -79T,Associate Data Scientist - Monthly
Eigenlytics,2.3,5L -17L,Associate Data Scientist
6 Livo Technologies,4.6,3L -4L,Associate Data Scientist
Innodatatics,4.3,11T -13T,Associate Data Scientist - Monthly Intern
Gramener,4.5,7L -8L,Associate Data Scientist
Public Affairs Center,2.8,6L -9L,Associate Data Scientist
West Pharmaceutical Services,3.5,6L -8L,Associate Data Scientist
Ericsson-Worldwide,3.9,21L -35L,Data Scientist II
Internshala,3.8,9L -12L,Data Scientist II
Glance,3.8,19L -39L,Data Scientist II
InMobi,4.2,25L -56L,Data Scientist II
Draup,4.1,31L -40L,Data Scientist II
ShareChat,3.7,31L -44L,Data Scientist II
Inxite Out,4.8,59T -64T,Data Scientist II - Monthly
ITC Infotech,3.2,2L -3L,Principal Data Scientist - Monthly
Oracle,3.9,12L -25L,Principal Data Scientist
Target,3.6,71L -2Cr,Principal Data Scientist
Johnson Controls,3.6,19L -41L,Principal Data Scientist
Lincode,3.2,2L -17L,Sr Data Scientist
L&T Technology Services,3.4,12L -19L,Sr Data Scientist
HARMAN,3.9,8L -11L,Sr Data Scientist
Walmart Global Tech,3.9,4L -31L,Sr Data Scientist
Thomson Reuters,3.7,10L -21L,Sr Data Scientist
Oracle,3.9,23L -30L,Sr Data Scientist
Accenture,4.0,9L -9L,Data Science Manager
Optum,3.6,25L -34L,Data Science Manager
TheMathCompany,4.1,1L -34L,Data Science Manager
Novartis,4.0,17L -35L,Data Science Manager
Soroco,2.7,38L -51L,Data Science Manager
Microsoft,4.3,71T -94T,Data Science Manager - Monthly
TCS,3.9,19L -30L,Data Science Manager
Neoquant Solutions,3.8,4L -4L,Data Science Analyst
Mindtree,4.0,4L -6L,Data Science Analyst
Cisco Systems,4.4,9L -10L,Data Science Analyst
Tiger Analytics,4.2,5T -78T,Data Science Analyst - Monthly Intern
Amazon,3.8,7L -43L,Data Science Analyst
Mu Sigma,3.5,8L -13L,Data Science Analyst
Accenture Solutions,4.1,1L -10L,Data Science Analyst
Dell Technologies,4.2,29L -42L,Data Science Consultant
Atrium,4.8,8L -11L,Data Science Consultant
Fractal,4.1,4L -12L,Data Science Consultant
Knowledge Foundry,4.6,1L -14L,Data Science Consultant
SirionLabs,3.8,11L -17L,Data Science Engineer
Ushur,4.7,11L -16L,Data Science Engineer
Maroon Insights,4.1,21T -29T,Data Science Engineer - Monthly
Prometheus Group,2.3,11L -13L,Data Science Engineer
Mindtree,4.0,4L -4L,Data Science Engineer
AIEnterprise,4.3,4L -7L,Data Science Engineer
dunnhumby,4.3,12L -17L,Data Science Engineer
Neewee,3.0,6L -6L,Data Science Engineer
Bajaj Finance,3.7,4L -10L,Data Science Engineer
Altimetrik,4.1,7L -36L,Data Science Engineer
Rakuten,3.7,9L -22L,Data Science Engineer
Redwood Algorithms,2.7,6T -8T,Data Science Associate - Monthly Intern
Redwood Associates,3.2,5T -6T,Data Science Associate - Monthly Intern
Cognizant Technology Solutions,3.8,8L -9L,Data Science Associate
Capillary Technologies,4.1,45T -52T,Data Science Associate - Monthly
ZoomRx,4.1,6L -7L,Data Science Associate
Ecom Express,3.9,6L -11L,Data Science Associate
Direct Line Transportation,4.0,5T -18T,Data Science Associate - Monthly Intern
Curl Analytics,4.6,6L -10L,Jr. Data Scientist
Sentient Scripts,4.2,24T -26T,Jr. Data Scientist - Monthly
iNeuron,4.4,4L -6L,Jr. Data Scientist
Abzooba,4.7,5L -7L,Jr. Data Scientist
Algo8.ai,3.5,4L -5L,Jr. Data Scientist
Innodatatics,4.3,1L -1L,data science internship
Course5 Intelligence,4.4,4L -4L,Trainee Data Scientist
Abzooba,4.7,50T -55T,Trainee Data Scientist - Monthly
Chhotubhai Gopalbhai Patel Institute of Technology,3.1,8L -8L,Entry Level Data Scientist
Infosys,3.3,31L -36L,Manager - Data Science
Axis Bank,3.8,20L -23L,Manager - Data Science
Capgemini,3.8,14L -26L,Manager - Data Science
HDFC Bank,3.6,14L -16L,Manager - Data Science
Educational Initiatives,3.7,25L -28L,Manager - Data Science
Optum,3.6,2L -2L,Manager - Data Science - Monthly
Disney | Star,4.1,33L -38L,Manager - Data Science
Optum Global Solutions,4.0,27L -30L,Manager - Data Science
American Express,4.2,39L -42L,Manager - Data Science
Grail Insights,3.5,8L -13L,Senior Data Science Analyst
Broadridge,4.0,5L -10L,Senior Data Science Analyst
Xceedance,3.7,9L -14L,Senior Data Science Analyst
GE,4.0,8L -13L,Data Science Specialist
Verizon,3.9,18L -19L,Data Science Specialist
SLB,4.0,37L -66L,Data Science Lead
Publicis Sapient,3.8,16L -18L,Senior Associate Data Scientist
TheMathCompany,4.1,10L -20L,Senior Associate Data Scientist
AlmaBetter,4.2,3L -6L,Data Science Trainee
TuringMinds.Ai,2.6,1L -6L,Data Science Trainee
AlmaBetter,4.2,6L -6L,Data Science Trainee - Intern
Utopia,3.8,8L -9L,Data Science Trainee
Mbb Labs,3.5,18L -21L,Product Data Scientist
Disney+ Hotstar,3.8,42L -46L,Sr Manager Data Science
American Express,4.2,28L -34L,Sr Manager Data Science
AnswerIQ,4.2,14L -31L,Data Scientist/Software Engineer
The Sparks Foundation,3.8,5T -11T,"Data Scientist, Data Analyst, Machine Learning Engineer - Monthly Intern"
First Student,3.9,30T -72T,"Data Scientist, Data Analyst, Machine Learning Engineer - Monthly"
CourseBricks,5.0,4L -4L,Data Scientist I
upGrad,4.1,9L -9L,Data Scientist I
Novartis,4.0,40L -43L,Data Scientist I
EXL Service,3.8,11L -12L,Data Scientist I
Affle,3.7,13L -15L,Data Scientist I
1K Networks,3.1,13L -15L,Data Scientist I
Caterpillar,4.0,12L -14L,Data Scientist I
Zebra Technologies,4.1,8L -9L,Data Scientist I
Amazon,3.8,1L -1L,Data Scientist I - Monthly
Rakuten,3.7,11L -12L,Data Scientist I
Anonymous,3.8,21L -23L,Data Scientist I
CitiusTech,3.8,12L -12L,Data Scientist I
Mobile Premier League,4.0,13L -15L,Data Scientist I
Trell,3.7,12L -13L,Data Scientist I
Honeywell,4.0,6L -6L,Data Scientist I
Akridata,4.4,16L -17L,Data Scientist I
Salesforce,4.1,11L -12L,Data Scientist/ - Contractor
Swifterz Creative Services,2.8,6L -7L,Data Science - Intern
Support Genie,3.7,12T -13T,Data Science - Monthly Intern
Terna Engineering College,3.5,49T -53T,Data Science - Monthly
Rubixe,4.1,19T -21T,Data Science - Monthly Intern
Freshers.com,4.0,8T -8T,Data Science - Monthly Intern
Eaton,3.9,54T -57T,Data Science - Monthly Intern
neurIOT Technologies,4.2,19T -21T,Data Science - Monthly Intern
Metricbees,,2L -3L,Data Science
Gartner,4.1,58T -63T,Data Science - Monthly Intern
Hansa Cequity,3.7,4L -5L,Data Science
Dehradun Institute of Technology,3.6,98T -1L,Data Science - Monthly Intern
Pinter Fa.ni Asia,4.0,8T -9T,Data Science - Monthly Intern
Philips,3.7,24T -26T,Data Science - Monthly Intern
Probyto,3.7,10T -11T,Data Science - Monthly Intern
Meenakshi Sundararajan Engineering College,3.3,20T -22T,Data Science - Monthly
Furlenco,3.3,21T -23T,Data Science - Monthly Intern
Kelly Technologies,3.1,7T -7T,Data Science - Monthly Intern
ims,3.8,8L -9L,Data Science
MakeMyTrip,4.2,15T -17T,Data Science - Monthly Intern
Draup,4.1,32T -35T,Data Science - Monthly Intern
Thapar University,4.0,5T -5T,Data Science - Monthly Intern
HCLTech,3.7,4L -4L,Data Science
Federal-Mogul,3.7,5L -5L,Data Science
Ipsa Gyan,5.0,4T -4T,Data Science - Monthly Intern
AGRIM TECHNOLOGIES,4.2,14T -16T,Data Science - Monthly
DHL,3.9,10T -10T,Data Science - Monthly Intern
Skilling You,3.9,11T -11T,Data Science - Monthly Intern
Pinter Group,3.0,8T -9T,Data Science - Monthly Intern
MANJU SOFTWARE SOLUTIONS,3.6,7T -8T,Data Science - Monthly Intern
Rose International,4.4,3L -3L,Data Science - Intern
ALSTOM,3.8,10L -11L,Data Science - Intern
BrahMos Aerospace,4.0,62T -67T,Data Science - Monthly
Rang Technologies,4.4,5L -5L,Data Science
Neelinfo,3.7,19T -21T,Data Science - Monthly Intern
Asahi India Glass,3.8,13L -15L,Data Science
Dimensionless Technologies,4.6,3T -3T,Data Science - Monthly Intern
Eatler India,2.3,11T -12T,Data Science - Monthly Intern
i3systems,4.0,27T -29T,Data Science - Monthly Intern
Citispotter,4.6,5T -5T,Data Science - Monthly Intern
WinZO,4.4,27T -29T,Data Science - Monthly Intern
iSmile Technologies,2.8,5L -6L,Data Science - Intern
Lazada,3.5,15T -16T,Data Science - Monthly Intern
Moody's Analytics,3.9,17T -18T,Data Science - Monthly Intern
Noodle.ai,3.8,15L -16L,Data Science
SymphonyAI,4.2,4L -5L,Data Science - Intern
BNY Mellon,3.6,61T -66T,Data Science - Monthly Intern
Robert Bosch,4.2,16T -17T,Data Science - Monthly Intern
IGP.com,3.9,3L -3L,Data Science - Intern
Centinel Spark Techonologies,4.5,16T -18T,Data Science - Monthly
KrishiHub,5.0,17T -18T,Data Science - Monthly Intern
Aquity Solutions,3.4,5L -5L,Data Science
Baker Hughes,3.9,32T -35T,Data Science - Monthly Intern
Aditya Birla Group,4.1,16T -17T,Data Science - Monthly
CDK Global,3.1,27L -29L,Data Science
Khabri,4.4,19T -21T,Data Science - Monthly Intern
Neilson Marketing Services,4.2,6L -7L,Data Science
BizIQ,3.6,2L -2L,Data Science
AVEVA,3.8,19T -21T,Data Science - Monthly
